0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

1	1	44999	44999

0	0	44999	44999

1	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

1	1	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	1	44999	44999

1	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	1	44999	44999

1	0	44999	44999

0	0	44999	44999

0	0	44999	44999

0	0	44999	44999

1	1	44999	44999

1	0	44999	44999

0	0	44999	44999

1	0	44999	44999

1	1	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

0	0	44999	44999

1	1	44999	44999

0	0	44999	44999

0	0	44999	44999

2	1	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

1	1	44999	44999

1	0	44999	44999

1	0	44999	44999

1	1	44999	44999

0	0	44999	44999

2	1	44999	44999

0	0	44999	44999

0	0	44999	44999

1	1	44999	44999

0	0	44999	44999

1	1	44999	44999

2	0	44999	44999

1	0	44999	44999

3	1	44999	44999

1	0	44999	44999

0	1	44999	44999

0	0	44999	44999

11	1	44999	44999

0	0	44999	44999

3	1	44999	44999

0	0	44999	44999

1	1	44999	44999

0	0	44999	44999

3	1	44999	44999

0	0	44999	44999

1	1	44999	44999

2	0	44999	44999

1	1	44999	44999

3	0	44999	44999

3	1	44999	44999

1	0	44999	44999

0	1	44999	44999

9	0	44999	44999

0	2	44999	44999

4	0	44999	44999

0	1	44999	44999

2	1	44999	44999

0	0	44999	44999

3	1	44999	44999

1	0	44999	44999

0	1	44999	44999

1	1	44999	44999

1	0	44999	44999

2	1	44999	44999

11	0	44999	44999

2	1	44999	44999

0	0	44999	44999

2	1	44999	44999

1	1	44999	44999

10	1	44999	44999

1	0	44999	44999

0	1	44999	44999

4	0	44999	44999

6	1	44999	44999

3	1	44999	44999

3	0	44999	44999

4	1	44999	44999
